Time (s),Temperature (°C),Error,PI Output,P Component,I Component,D Component
814.6465690135956,33.25,0.75,62.05174382654023,3.4725,59.093046044345755,-0.5138022178055197
817.462589263916,33.25,0.75,62.598108902607365,3.4725,59.12560890260736,0.0
820.2786407470703,33.3125,0.6875,61.8247891882948,3.183125,59.155458576007355,-0.513794387712554
823.0941331386566,33.25,0.75,63.17441017579006,3.4725,59.188015501344076,0.513894674445978
825.9101417064667,33.3125,0.6875,61.88718589104674,3.183125,59.21786463139806,-0.5138037403513108
828.726592540741,33.3125,0.6875,62.43084323205246,3.183125,59.24771823205246,0.0
831.542596578598,33.3125,0.6875,62.46069231661701,3.183125,59.27756731661702,0.0
834.3585937023163,33.3125,0.6875,62.49054135821932,3.183125,59.30741635821932,0.0
837.1741740703583,33.375,0.625,61.714421054878635,2.89375,59.33454806209638,-0.5138770072177448
839.990136384964,33.375,0.625,62.25543317768095,2.89375,59.36168317768095,0.0
842.8065938949585,33.375,0.625,62.28257286518331,2.89375,59.388822865183315,0.0
845.6226396560669,33.4375,0.5625,61.503824661630865,2.604375,59.41324526734221,-0.5137956057113408
848.4381473064423,33.375,0.625,62.84801782756285,2.89375,59.440376199277374,0.5138916282854764
